,0,1
34087,this isnt a chair,das hier ist kein stuhl
34088,this isnt a drill,dies ist keine übung
34089,this isnt a tiger,das ist kein tiger
34090,this isnt correct,das stimmt nicht
34091,this isnt for tom,das ist nicht für tom
34092,this isnt for you,das ist nichts für dich
34093,this isnt for you,das ist nicht für dich
34094,this isnt helping,das hilft nicht
34095,this isnt my home,dies ist nicht mein haus
34096,this isnt serious,das ist nichts ernstes
34097,this isnt serious,das ist nicht schlimm
34098,this isnt unusual,das ist nicht ungewöhnlich
34099,this isnt working,das funktioniert nicht
34100,this isnt working,das haut nicht hin
34101,this juice is sour,dieser saft ist sauer
34102,this knife is dull,dieses messer ist stumpf
34103,this knife is dull,das messer hier ist stumpf
34104,this land is toms,dieses land gehört tom
34105,this money is mine,dieses geld gehört mir
34106,this oil is rancid,dieses öl ist ranzig
34107,this one is bigger,dieser ist größer
34108,this one is for us,dieser ist für uns
34109,this ones for you,dieses ist für dich
34110,this ones from me,dieser ist von mir
34111,this ones no good,dieser ist nicht gut
34112,this ought to help,das dürfte helfen
34113,this pencil is red,dieser stift ist rot
34114,this pizza is cold,diese pizza ist kalt
34115,this rag is filthy,dieser fetzen ist dreckig
34116,this rag is filthy,dieser hader ist schmutzig
34117,this room is quiet,dieser raum ist ruhig
34118,this seems to help,es scheint zu helfen
34119,this should be fun,das wird ein spaß
34120,this soil is moist,der erdboden ist feucht
34121,this story is true,diese geschichte stimmt
34122,this terrified tom,das jagte tom große angst ein
34123,this time ill pay,diesmal zahle ich
34124,this was avoidable,das hätte man verhindern können
34125,this was very hard,das war sehr schwierig
34126,this was your idea,das war deine idee
34127,this was your idea,das war eure idee
34128,this was your idea,das war ihre idee
34129,this will be great,das wird großartig
34130,this wont be easy,das wird nicht leicht sein
34131,this wont help us,das wird uns nicht helfen
34132,thisll have to do,das muss genügen
34133,those are my books,das sind meine bücher
34134,those are my pants,das ist meine hose
34135,those are my pants,das ist meine unterhose
34136,those arent tacos,das sind keine tacos
34137,those belong to me,die gehören mir
34138,those belong to me,das sind meine
34139,those colors clash,die farben stoßen sich ab
34140,those dogs are big,diese hunde sind groß
34141,three workers died,drei arbeiter kamen ums leben
34142,throw tom the ball,wirf tom den ball zu
34143,throw tom the ball,wirf den ball zu tom
34144,tie your shoelaces,binde deine schnürsenkel
34145,tie your shoelaces,binde deine schuhe zu
34146,tighten the screws,zieh die schrauben an
34147,tighten the screws,zieht die schrauben an
34148,tighten the screws,ziehen sie die schrauben an
34149,tighten this screw,ziehe diese schraube an
34150,tighten this screw,drehen sie diese schraube fest
34151,tighten this screw,zieh diese schraube an
34152,times have changed,die zeiten haben sich geändert
34153,today is wednesday,heute ist mittwoch
34154,today is a holiday,heute ist ein feiertag
34155,today is a hot day,heute ist ein heißer tag
34156,today isnt monday,heute ist nicht montag
34157,tom abandoned hope,tom hat die hoffnung aufgegeben
34158,tom abandoned them,tom verließ sie
34159,tom abandoned them,tom hat sie verlassen
34160,tom agreed with me,tom hat mir zugestimmt
34161,tom agreed with me,tom stimmte mir zu
34162,tom agreed with us,tom stimmte uns zu
34163,tom agrees with me,tom stimmt mir zu
34164,tom almost drowned,tom wäre fast ertrunken
34165,tom almost fainted,tom fiel beinahe in ohnmacht
34166,tom almost laughed,tom lachte beinahe
34167,tom always says no,tom sagt immer nein
34168,tom and i are back,tom und ich sind wieder da
34169,tom and i are fine,tom und mir geht es gut
34170,tom and i are well,tom und mir geht es gut
34171,tom and i did that,tom und ich haben das gemacht
34172,tom and i did that,tom und ich waren das
34173,tom and ill be ok,tom und ich werden okay sein
34174,tom and mary agree,tom und maria sind einverstanden
34175,tom appears unhurt,tom scheint unverletzt zu sein
34176,tom appears unhurt,tom sieht unverletzt aus
34177,tom arrived safely,tom kam wohlbehalten an
34178,tom asked mary out,tom bat mary mit ihm auszugehen
34179,tom asked for help,tom bat um hilfe
34180,tom ate fried rice,tom hat gebratenen reis gegessen
34181,tom ate his dinner,tom aß sein abendessen auf
34182,tom ate like a pig,tom fraß wie ein schwein
34183,tom ate my cookies,tom hat meine kekse gegessen
34184,tom ate your candy,tom hat dein konfekt gegessen
34185,tom became curious,tom wurde neugierig
34186,tom became furious,tom bekam einen wutanfall
34187,tom became furious,tom wurde rasend
34188,tom became nervous,tom wurde nervös
34189,tom became popular,tom wurde beliebt
34190,tom became serious,tom wurde ernst
34191,tom became violent,tom wurde gewalttätig
34192,tom became violent,tom ist gewalttätig geworden
34193,tom began coughing,tom begann zu husten
34194,tom began to blush,tom wurde ganz rot im gesicht
34195,tom began to laugh,tom begann zu lachen
34196,tom began to panic,tom geriet in panik
34197,tom began to shout,tom begann zu schreien
34198,tom began to snore,tom fing an zu schnarchen
34199,tom began to sweat,tom fing an zu schwitzen
34200,tom began to write,tom fing an zu schreiben
34201,tom believed in me,tom glaubte an mich
34202,tom bets on horses,tom wettet auf pferde
34203,tom blocked my way,tom hat sich mir in den weg gestellt
34204,tom bought a condo,tom hat sich eine wohnung gekauft
34205,tom bought a horse,tom hat ein pferd gekauft
34206,tom bought a table,tom kaufte einen tisch
34207,tom bought a table,tom hat einen tisch gekauft
34208,tom bought flowers,tom kaufte blumen
34209,tom bowed his head,tom neigte den kopf
34210,tom bowed politely,tom verbeugte sich höflich
34211,tom broke a window,tom hat eine fensterscheibe kaputtgemacht
34212,tom broke a window,tom zerschlug eine fensterscheibe
34213,tom broke his nose,tom hat sich die nase gebrochen
34214,tom broke his word,tom hat sein wort gebrochen
34215,tom broke my heart,tom hat mir das herz gebrochen
34216,tom broke that one,tom hat das kaputt gemacht
34217,tom burned himself,tom verbrannte sich
34218,tom called in sick,tom meldete sich krank
34219,tom called me back,tom rief mich zurück
34220,tom called me too,tom rief mich auch an
34221,tom came back soon,tom kam bald zurück
34222,tom came home late,tom kam spät nach hause
34223,tom came on monday,tom kam am montag
34224,tom came to see me,tom kam um mich zu sehen
34225,tom came too early,tom kam zu früh
34226,tom came with mary,tom kam mit maria
34227,tom came yesterday,tom kam gestern
34228,tom can be trusted,tom kann man vertrauen
34229,tom can be trusted,man kann tom vertrauen
34230,tom can dance well,tom kann gut tanzen
34231,tom can see ghosts,tom kann geister sehen
34232,tom can trust mary,tom kann maria vertrauen
34233,tom can write well,tom kann gut schreiben
34234,tom cant be saved,tom ist unrettbar
34235,tom cant eat pork,tom kann kein schweinefleisch essen
34236,tom cant help you,tom kann dir nicht helfen
34237,tom cant help you,tom kann ihnen nicht helfen
34238,tom cant hurt you,tom kann dir nicht weh tun
34239,tom cant hurt you,tom kann dir nichts tun
34240,tom cant read yet,tom kann noch nicht lesen
34241,tom cant remember,tom erinnert sich nicht mehr
34242,tom cant remember,tom kann sich nicht erinnern
34243,tom cant stand it,tom kann es nicht ertragen
34244,tom cant stand it,tom kann es nicht aushalten
34245,tom cant stop now,tom kann jetzt nicht aufhören
34246,tom cant swim yet,tom kann noch nicht schwimmen
34247,tom cares for mary,tom hat maria gern
34248,tom cares for mary,tom umsorgt maria
34249,tom carried a cane,tom ging am stock
34250,tom caught a mouse,tom hat eine maus gefangen
34251,tom caught a shark,tom hat einen hai gefangen
34252,tom caught a thief,tom erwischte einen dieb
34253,tom caught a trout,tom hat eine forelle gefangen
34254,tom chuckled again,tom kicherte wieder
34255,tom claimed he won,tom behauptet dass er gewonnen hat
34256,tom comforted mary,tom tröstete maria
34257,tom contacted mary,tom wandte sich an mary
34258,tom contacted mary,tom setzte sich mit mary in verbindung
34259,tom convinced mary,tom überzeugte maria
34260,tom cooks for mary,tom kocht für mary
34261,tom cooks with gas,tom kocht mit gas
34262,tom coughed loudly,tom hustete laut
34263,tom could be alone,tom konnte allein sein
34264,tom could get sick,tom könnte krank werden
34265,tom could help you,tom könnte dir helfen
34266,tom could help you,tom könnte euch helfen
34267,tom could help you,tom könnte ihnen helfen
34268,tom could see mary,tom konnte maria sehen
34269,tom couldnt do it,tom schaffte es nicht
34270,tom couldnt reply,tom konnte nicht antworten
34271,tom couldnt sleep,tom konnte nicht schlafen
34272,tom couldnt speak,tom konnte nicht reden
34273,tom cracked a joke,tom riss einen witz
34274,tom cracked a joke,tom ließ einen witz vom stapel
34275,tom cried for help,tom rief um hilfe
34276,tom cycles to work,tom fährt mit dem fahrrad zur arbeit
34277,tom danced with me,tom tanzte mit mir
34278,tom denied nothing,tom hat nichts abgestritten
34279,tom did a good job,tom hat einen guten job gemacht
34280,tom did a nice job,tom hat gute arbeit geleistet
34281,tom did it already,tom hat es bereits getan
34282,tom did it anyways,tom hat es trotzdem getan
34283,tom did it for fun,tom machte es zum spaß
34284,tom did it himself,tom hat es selbst gemacht
34285,tom did that a lot,tom tat dies oft
34286,tom did that a lot,tom hat das viel gemacht
34287,tom did this to me,tom hat mir das angetan
34288,tom didnt approve,tom stimmte nicht zu
34289,tom didnt approve,tom hat nicht zugestimmt
34290,tom didnt deny it,tom hat es nicht abgestritten
34291,tom didnt do that,tom hat das nicht getan
34292,tom didnt do that,tom hat das nicht gemacht
34293,tom didnt do this,tom hat das nicht getan
34294,tom didnt do well,tom hat nicht gut abgeschnitten
34295,tom didnt find me,tom hat mich nicht gefunden
34296,tom didnt find us,tom hat uns nicht gefunden
34297,tom didnt give up,tom gab nicht auf
34298,tom didnt go home,tom ging nicht nach hause
34299,tom didnt hear it,tom hat es nicht gehört
34300,tom didnt help me,tom half mir nicht
34301,tom didnt help us,tom hat uns nicht geholfen
34302,tom didnt help us,tom half uns nicht
34303,tom didnt kiss me,tom hat mich nicht geküsst
34304,tom didnt like it,es gefiel tom nicht
34305,tom didnt mean it,tom meinte es nicht so
34306,tom didnt need it,tom brauchte das nicht
34307,tom didnt see you,tom hat dich nicht gesehen
34308,tom didnt see you,tom hat euch nicht gesehen
34309,tom didnt see you,tom hat sie nicht gesehen
34310,tom didnt show up,tom ist nicht aufgetaucht
34311,tom didnt succeed,tom hatte keinen erfolg
34312,tom didnt tell me,tom hat mir nichts gesagt
34313,tom didnt turn up,tom tauchte nicht auf
34314,tom didnt want it,tom wollte es nicht
34315,tom died in battle,tom fiel im kampf
34316,tom died in combat,tom fiel im kampf
34317,tom died in prison,tom starb im gefängnis
34318,tom died last week,tom ist letzte woche gestorben
34319,tom died last year,tom starb letztes jahr
34320,tom died last year,tom ist letztes jahr gestorben
34321,tom died of cancer,tom starb an krebs
34322,tom died of hunger,tom verhungerte
34323,tom died of hunger,tom kam vor hunger um
34324,tom died of hunger,tom starb hungers
34325,tom died of typhus,tom starb am fleckfieber
34326,tom died yesterday,tom ist gestern gestorben
34327,tom died not mary,nicht maria ist gestorben sondern tom
34328,tom died not mary,tom ist gestorben nicht maria
34329,tom does good work,tom leistet gute arbeit
34330,tom does know that,tom weiß das
34331,tom does love mary,tom liebt maria wirklich
34332,tom does that well,tom ist gut darin
34333,tom does that too,tom macht das auch
34334,tom doesnt buy it,tom glaubt das nicht
34335,tom doesnt gamble,tom spielt nicht
34336,tom doesnt get it,tom schnallt das nicht
34337,tom doesnt listen,tom hört nicht zu
34338,tom doesnt use it,tom verwendet es nicht
34339,tom drank lemonade,tom trank limonade
34340,tom drank too much,tom hat zu viel getrunken
34341,tom drew a snowman,tom zeichnete einen schneemann
34342,tom dried his eyes,tom trocknete seine tränen
34343,tom drives a truck,tom fährt einen lkw
34344,tom drives a truck,tom fährt einen pickup
34345,tom eats out a lot,tom isst viel auswärts
34346,tom enjoys reading,tom liest gerne
34347,tom exhaled slowly,tom atmete langsam aus
34348,tom fed the alpaca,tom fütterte die alpacas
34349,tom feels homesick,tom hat heimweh
34350,tom fell backwards,tom fiel rückwärts
34351,tom felt all alone,tom fühlte sich ganz allein
34352,tom felt powerless,tom fühle sich machtlos
34353,tom finally smiled,schließlich lächelte tom
34354,tom follows orders,tom befolgt befehle
34355,tom forced a smile,tom zwang sich zu einem lächeln
34356,tom forced a smile,tom rang sich ein lächeln ab
34357,tom fought bravely,tom kämpfte wacker
34358,tom found evidence,tom hat beweise gefunden
34359,tom found me a job,tom hat eine stelle für mich gefunden
34360,tom found your cap,tom hat deine kappe gefunden
34361,tom found your cap,tom hat deine mütze gefunden
34362,tom found your cap,tom hat ihre mütze gefunden
34363,tom freed the bird,tom ließ den vogel frei
34364,tom freed the bird,tom hat den vogel freigelassen
34365,tom froze to death,tom ist erfroren
34366,tom gave me a book,tom gab mir ein buch
34367,tom gave me a hint,tom gab mir einen hinweis
34368,tom gave me a wink,tom zwinkerte mir zu
34369,tom gave me advice,tom hat mich beraten
34370,tom gets up at six,tom steht um sechs auf
34371,tom gives us money,tom gibt uns geld
34372,tom goes to school,tom geht zur schule
34373,tom goes to school,tom geht in die schule
34374,tom got mary drunk,tom hat maria betrunken gemacht
34375,tom got mary fired,tom hat dafür gesorgt dass maria entlassen wurde
34376,tom got here early,tom war früh hier
34377,tom got in the car,tom stieg in den wagen
34378,tom got me a watch,tom besorgte mir eine uhr
34379,tom got on the bus,tom stieg in den bus ein
34380,tom got out of bed,tom stand auf
34381,tom got paid today,tom wurde heute bezahlt
34382,tom got really mad,tom wurde sehr böse
34383,tom got really mad,tom wurde wirklich wütend
34384,tom got ripped off,tom wurde ausgenommen
34385,tom got ripped off,tom wurde übervorteilt
34386,tom got tired soon,tom ermüdete bald
34387,tom got up quickly,tom stand schnell auf
34388,tom got very angry,tom wurde sehr wütend
34389,tom got very lucky,tom hatte großes glück
34390,tom got very tense,tom wurde sehr nervös
34391,tom got very upset,tom wurde sehr wütend
34392,tom grabbed my arm,tom ergriff meinen arm
34393,tom had a good job,tom hatte eine gute arbeitsstelle
34394,tom had a headache,tom hatte kopfschmerzen
34395,tom had had enough,tom hatte genug
34396,tom had three dogs,tom hat drei hunde
34397,tom had three sons,tom hatte drei söhne
34398,tom had work to do,tom hatte arbeit
34399,tom hanged himself,tom hat sich erhängt
34400,tom has monday off,tom hat montag frei
34401,tom has a backache,tom hat rückenschmerzen
34402,tom has a bad cold,tom hat eine starke erkältung
34403,tom has a big nose,tom hat eine große nase
34404,tom has a blue car,tom hat einen blauen wagen
34405,tom has a cold now,tom hat jetzt eine erkältung
34406,tom has a cool job,tom hat einen coolen job
34407,tom has a daughter,tom hat eine tochter
34408,tom has a fast car,tom hat ein schnelles auto
34409,tom has a good job,tom hat einen guten job
34410,tom has a grandson,tom hat einen enkel
34411,tom has a hangover,tom hat einen kater
34412,tom has a headache,tom hat kopfweh
34413,tom has a headache,tom hat kopfschmerzen
34414,tom has a mustache,tom hat einen schnurrbart
34415,tom has a nice car,tom hat ein schönes auto
34416,tom has a passport,tom hat einen pass
34417,tom has a passport,tom besitzt einen pass
34418,tom has a ponytail,tom hat einen pferdeschwanz
34419,tom has a potbelly,tom hat eine wampe
34420,tom has a question,tom hat eine frage
34421,tom has a roommate,tom hat einen mitbewohner
34422,tom has a roommate,tom hat eine mitbewohnerin
34423,tom has a sixpack,tom hat einen waschbrettbauch
34424,tom has a squirrel,tom hat ein eichhörnchen
34425,tom has a tricycle,tom hat ein dreirad
34426,tom has an earache,tom hat ohrenschmerzen
34427,tom has an old car,tom hat ein altes auto
34428,tom has been fired,tom wurde entlassen
34429,tom has been fired,tom wurde gefeuert
34430,tom has been found,tom ist gefunden worden
34431,tom has been lucky,tom hatte glück
34432,tom has been lucky,tom hat glück gehabt
34433,tom has black hair,tom hat schwarze haare
34434,tom has blond hair,tom hat blondes haar
34435,tom has brown eyes,tom hat braune augen
34436,tom has brown hair,tom hat braunes haar
34437,tom has brown hair,tom hat braune haare
34438,tom has curly hair,tom hat lockiges haar
34439,tom has gone crazy,tom ist verrückt geworden
34440,tom has gone crazy,tom hat den verstand verloren
34441,tom has good sense,tom hat einen guten geschmack
34442,tom has good taste,tom hat einen guten geschmack
34443,tom has got a cold,tom hat eine erkältung
34444,tom has got a plan,tom hat einen plan
34445,tom has gotten fat,tom ist dick geworden
34446,tom has just eaten,tom hat gerade gegessen
34447,tom has lied to us,tom hat uns angelogen
34448,tom has lied to us,tom hat uns belogen
34449,tom has many books,tom hat viele bücher
34450,tom has no enemies,tom hat keine feinde
34451,tom has no friends,tom hat keine freunde
34452,tom has no manners,tom hat keine manieren
34453,tom has no regrets,tom bereut nichts
34454,tom has no savings,tom hat keine rücklagen
34455,tom has no sisters,tom hat keine schwestern
34456,tom has passed out,tom fiel in ohnmacht
34457,tom has passed out,tom wurde bewusstlos
34458,tom has short hair,tom hat kurzes haar
34459,tom has short hair,tom hat kurze haare
34460,tom has short legs,tom hat kurze beine
34461,tom has small feet,tom hat kleine füße
34462,tom has thick hair,tom hat dichtes haar
34463,tom has three cars,tom hat drei autos
34464,tom has three cats,tom hat drei katzen
34465,tom has three cows,tom hat drei kühe
34466,tom has three dogs,tom hat drei hunde
34467,tom has three kids,tom hat drei kinder
34468,tom has three sons,tom hat drei söhne
34469,tom has to act now,tom muss jetzt zur tat schreiten
34470,tom has to act now,tom muss jetzt handeln
34471,tom has to be here,tom muss hier sein
34472,tom has to be home,tom muss zu hause sein
34473,tom has to do that,tom muss das machen
34474,tom has to do this,tom muss das tun
34475,tom has to go home,tom muss nach hause
34476,tom has to respond,tom muss antworten
34477,tom has white hair,tom hat weiße haare
34478,tom has work to do,tom hat arbeit
34479,tom has worked out,tom hat sport gemacht
34480,tom hasnt changed,tom hat sich nicht verändert
34481,tom hates calculus,tom hasst differential und integralrechnung
34482,tom hates children,tom hasst kinder
34483,tom hates his life,tom hasst sein leben
34484,tom hates his name,tom hasst seinen namen
34485,tom hates shopping,tom hasst es einzukaufen
34486,tom hates studying,tom hasst studieren
34487,tom heard coughing,tom hörte ein husten
34488,tom helped himself,tom half sich selbst
34489,tom helped himself,tom hat sich selbst bedient
34490,tom helped me move,tom hat mir beim umziehen geholfen
34491,tom helped me too,tom hat mir auch geholfen
34492,tom helps the poor,tom hilft den armen
34493,tom hit the target,tom hat die zielscheibe getroffen
34494,tom inhaled deeply,tom atmete tief ein
34495,tom interrupted me,tom unterbrach mich
34496,tom is marys boss,tom ist marias chef
34497,tom is marys hero,tom ist marias held
34498,tom is marys type,tom ist marias typ
34499,tom is a boy scout,tom ist pfadfinder
34500,tom is a capricorn,tom ist steinbock
34501,tom is a christian,tom ist christ
34502,tom is a bad actor,tom ist ein schlechter schauspieler
34503,tom is a bad coach,tom ist ein schlechter trainer
34504,tom is a bartender,tom ist barkeeper
34505,tom is a beekeeper,tom ist imker
34506,tom is a beekeeper,tom ist bienenzüchter
34507,tom is a beekeeper,tom züchtet bienen
34508,tom is a big eater,tom ist ein guter esser
34509,tom is a biologist,tom ist biologe
34510,tom is a bit crazy,tom ist etwas verrückt
34511,tom is a bit crazy,tom ist ein bisschen verrückt
34512,tom is a bit dense,tom ist etwas schwer von kapee
34513,tom is a bit drunk,tom ist ein bisschen betrunken
34514,tom is a born poet,tom ist der geborene dichter
34515,tom is a boy scout,tom ist pfadfinder
34516,tom is a brave man,tom ist ein wackerer mann
34517,tom is a carpenter,tom ist zimmermann
34518,tom is a carpenter,tom ist tischler
34519,tom is a cat lover,tom ist ein katzenfreund
34520,tom is a chauffeur,tom ist chauffeur
34521,tom is a communist,tom ist ein kommunist
34522,tom is a communist,tom ist kommunist
34523,tom is a daredevil,tom ist ein draufgänger
34524,tom is a detective,tom ist detektiv
34525,tom is a dog lover,tom ist ein hundefreund
34526,tom is a foreigner,tom ist ausländer
34527,tom is a funny man,tom ist ein lustiger mensch
34528,tom is a gentleman,tom ist ein gentleman
34529,tom is a geologist,tom ist geologe
34530,tom is a good chef,tom ist ein guter koch
34531,tom is a good cook,tom ist ein guter koch
34532,tom is a good cook,tom kann gut kochen
34533,tom is a good liar,tom ist ein guter lügner
34534,tom is a good poet,tom ist ein guter dichter
34535,tom is a good shot,tom ist ein guter schütze
34536,tom is a great guy,tom ist ein toller typ
34537,tom is a great man,tom ist ein großartiger mann
34538,tom is a grown man,tom ist ein erwachsener mann
34539,tom is a happy boy,tom ist ein fröhlicher junge
34540,tom is a happy man,tom ist ein glücklicher mann
34541,tom is a hillbilly,tom ist ein landei
34542,tom is a hillbilly,tom ist ein hinterwäldler
34543,tom is a hunchback,tom hat einen buckel
34544,tom is a hypocrite,tom ist ein heuchler
34545,tom is a librarian,tom ist bibliothekar
34546,tom is a lone wolf,tom ist ein einzelgänger
34547,tom is a physicist,tom ist physiker
34548,tom is a policeman,tom ist polizist
34549,tom is a professor,tom ist professor
34550,tom is a real fool,tom ist ein echter idiot
34551,tom is a real jerk,tom ist der letzte trottel
34552,tom is a real nerd,tom ist ein echter nerd
34553,tom is a real poet,tom ist ein wahrer poet
34554,tom is a scientist,tom ist wissenschaftler
34555,tom is a scoundrel,tom ist eine kanaille
34556,tom is a small boy,tom ist ein kleiner junge
34557,tom is a smart boy,tom ist ein schlauer bub
34558,tom is a smart boy,tom ist ein kluger junge
34559,tom is a smart guy,tom ist ein schlauer kerl
34560,tom is a smart man,tom ist ein kluger mensch
34561,tom is a snorkeler,tom ist schnorchler
34562,tom is a socialist,tom ist ein sozialist
34563,tom is a sophomore,tom ist im zweiten studienjahr
34564,tom is a terrorist,tom ist terrorist
34565,tom is a terrorist,tom ist ein terrorist
34566,tom is a tough guy,tom ist ein zäher kerl
34567,tom is a true hero,tom ist ein wahrer held
34568,tom is a true poet,tom ist ein wahrer poet
34569,tom is a womanizer,tom ist ein frauenheld
34570,tom is a womanizer,tom ist ein schürzenjäger
34571,tom is a zookeeper,tom ist zoowärter
34572,tom is a zoologist,tom ist zoologe
34573,tom is about to go,tom ist im begriff zu gehen
34574,tom is adventurous,tom ist abenteuerlustig
34575,tom is almost deaf,tom ist fast taub
34576,tom is almost done,tom ist fast fertig
34577,tom is always busy,tom ist immer beschäftigt
34578,tom is always good,tom ist immer brav
34579,tom is always here,tom ist immer hier
34580,tom is always nice,tom ist immer nett
34581,tom is always sick,tom ist immer krank
34582,tom is an employee,tom ist ein angestellter
34583,tom is an engineer,tom ist ingenieur
34584,tom is an evil man,tom ist ein böser mensch
34585,tom is an optician,tom ist optiker
34586,tom is an outsider,tom ist ein außenseiter
34587,tom is asleep too,tom schläft auch
34588,tom is at his desk,tom sitzt an seinem schreibtisch
34589,tom is at home now,tom ist jetzt zu hause
34590,tom is avoiding me,tom geht mir aus dem weg
34591,tom is behind this,da steckt tom dahinter
34592,tom is belligerent,tom ist streitlustig
34593,tom is beyond hope,tom ist ein hoffnungsloser fall
34594,tom is calling you,tom ruft nach dir
34595,tom is coming back,tom kommt zurück
34596,tom is coming here,tom kommt hierher
34597,tom is coming home,tom kommt nach hause
34598,tom is coming too,tom kommt auch
34599,tom is considerate,tom ist rücksichtsvoll
34600,tom is cooperating,tom arbeitet mit
34601,tom is cooperating,tom kooperiert
34602,tom is crying too,tom weint auch
34603,tom is curious now,tom ist jetzt neugierig
34604,tom is dating mary,tom geht mit mary
34605,tom is daydreaming,tom träumt vor sich hin
34606,tom is defenseless,tom ist wehrlos
34607,tom is defenseless,tom ist schutzlos
34608,tom is doing great,tom geht es großartig
34609,tom is eating cake,tom isst kuchen
34610,tom is eating cake,tom isst jetzt kuchen
34611,tom is experienced,tom ist erfahren
34612,tom is extroverted,tom ist extrovertiert
34613,tom is filthy rich,tom ist stinkreich
34614,tom is fishing now,tom angelt gerade
34615,tom is former nypd,tom ist ein ehemaliger new yorker polizist
34616,tom is from boston,tom kommt aus boston
34617,tom is getting fat,tom wird dick
34618,tom is going be ok,tom wird okay sein
34619,tom is gravely ill,tom ist schwer krank
34620,tom is happier now,tom ist jetzt glücklicher
34621,tom is happy again,tom ist wieder glücklich
34622,tom is her brother,tom ist ihr bruder
34623,tom is his brother,tom ist sein bruder
34624,tom is hunchbacked,tom hat einen buckel
34625,tom is hyperactive,tom ist hyperaktiv
34626,tom is in his room,tom ist in seinem zimmer
34627,tom is in his room,tom ist auf seinem zimmer
34628,tom is in recovery,tom ist auf dem weg der besserung
34629,tom is in recovery,tom ist auf dem wege der besserung
34630,tom is in the know,tom weiß bescheid
34631,tom is in the park,tom ist im park
34632,tom is in the room,tom ist im zimmer
34633,tom is in the yard,tom ist auf dem hof
34634,tom is in your car,tom ist in deinem auto
34635,tom is incompetent,tom ist inkompetent
34636,tom is incompetent,tom ist unfähig
34637,tom is influential,tom ist einflussreich
34638,tom is insensitive,tom ist unsensibel
34639,tom is intelligent,tom ist intelligent
34640,tom is intoxicated,tom ist betrunken
34641,tom is introverted,tom ist introvertiert
34642,tom is just my age,tom ist genauso alt wie ich
34643,tom is leaving now,tom geht jetzt
34644,tom is lefthanded,tom ist linkshänder
34645,tom is like family,tom ist wie familie
34646,tom is limping now,tom hinkt jetzt
34647,tom is lying again,tom lügt schon wieder
34648,tom is lying to us,tom belügt uns
34649,tom is mad at mary,tom ist wütend auf mary
34650,tom is married now,tom ist jetzt verheiratet
34651,tom is much better,tom geht es viel besser
34652,tom is my neighbor,tom ist mein nachbar
34653,tom is my prisoner,tom ist mein gefangener
34654,tom is never sober,tom ist nie nüchtern
34655,tom is never there,tom ist nie da
34656,tom is not jealous,tom ist nicht eifersüchtig
34657,tom is not our man,tom ist nicht unser mann
34658,tom is not our man,tom ist nicht der richtige für uns
34659,tom is not so sure,tom ist nicht so sicher
34660,tom is now in jail,tom ist jetzt im gefängnis
34661,tom is now in jail,tom befindet sich jetzt im gefängnis
34662,tom is now in jail,tom sitzt jetzt im gefängnis
34663,tom is now married,tom ist jetzt verheiratet
34664,tom is now on duty,tom hat gerade dienst
34665,tom is on duty now,tom hat gerade dienst
34666,tom is on our side,tom ist auf unserer seite
34667,tom is on the roof,tom ist auf dem dach
34668,tom is on the team,tom ist in der mannschaft
34669,tom is on thin ice,tom wandelt auf dünnem eis
34670,tom is on vacation,tom ist im urlaub
34671,tom is out hunting,tom ist auf der jagd
34672,tom is out of town,tom ist außerhalb der stadt
34673,tom is out of work,tom ist arbeitslos
34674,tom is out of work,tom hat keine arbeit
34675,tom is past thirty,tom ist jenseits der dreißig
34676,tom is pessimistic,tom ist pessimistisch
34677,tom is pretty good,tom ist ziemlich gut
34678,tom is pretty rich,tom ist ziemlich reich
34679,tom is pretty sick,tom ist ziemlich krank
34680,tom is pretty tall,tom ist ziemlich groß
34681,tom is probably ok,tom ist vermutlich ok
34682,tom is quite angry,tom ist ziemlich sauer
34683,tom is quite brave,tom ist ziemlich mutig
34684,tom is quite crazy,tom ist ziemlich verrückt
34685,tom is quite drunk,tom ist ziemlich betrunken
34686,tom is quite funny,tom ist ziemlich lustig
34687,tom is quite fussy,tom ist relativ wählerisch
34688,tom is quite happy,tom ist ziemlich glücklich
34689,tom is quite heavy,tom ist ziemlich schwer
34690,tom is quite moody,tom ist ziemlich launisch
34691,tom is quite moody,tom ist recht launenhaft
34692,tom is quite picky,tom ist ziemlich wählerisch
34693,tom is quite right,tom hat völlig recht
34694,tom is quite young,tom ist ziemlich jung
34695,tom is quite young,tom ist recht jung
34696,tom is rarely late,tom kommt selten zu spät
34697,tom is rarely late,tom verspätet sich selten
34698,tom is rather weak,tom ist ziemlich schwächlich
34699,tom is really busy,tom ist sehr beschäftigt
34700,tom is really cool,tom ist echt cool
34701,tom is really cute,tom ist echt süß
34702,tom is really fast,tom ist superschnell
34703,tom is really good,tom ist sehr gut
34704,tom is really kind,tom ist sehr nett
34705,tom is really late,tom ist wirklich spät
34706,tom is really mean,tom ist wirklich gemein
34707,tom is really nice,tom ist wirklich nett
34708,tom is really poor,tom ist sehr arm
34709,tom is really rich,tom ist wirklich reich
34710,tom is really sick,tom ist wirklich krank
34711,tom is really slow,tom ist wirklich langsam
34712,tom is really slow,tom ist sehr langsam
34713,tom is really tall,tom ist ziemlich groß
34714,tom is responsible,tom ist verantwortlich
34715,tom is resting now,tom ruht sich jetzt aus
34716,tom is seldom home,tom ist selten zu hause
34717,tom is seldom late,tom kommt selten zu spät
34718,tom is sick in bed,tom liegt krank im bett
